Descriptor,Kernel,FamilyTag,Best_log10_amp,Best_log10_ls_rbf,Best_log10_ls_mat,Best_log10_noise,Best_RMSE,best_amp,best_ls_mat,best_noise,best_ls_rbf
dg_ch3,GPR[Matern_1.5 + White],matern15,-1.9795857799596244,,1.6956101864242745,-4.9953417390862525,0.25939914265298764,0.010481277514939161,49.6146790625993,1.0107837723501923e-05,
dg_ch3,GPR[(RBF + Matern_1.5) + White],rbf_plus_matern15,0.38620807588843603,0.3179726926715379,1.5834301884995095,-2.121556792259896,0.30177967623015256,2.4333695874678214,38.3204136564036,0.007558632103913076,2.0795659251955785
nbo_boltz,GPR[Matern_1.5 + White],matern15,1.92758976504854,,0.6346302346295848,-1.06060512297933,0.31525240933054627,84.64275002355407,4.311518308440561,0.0869750880377755,
nbo_boltz,GPR[(RBF + Matern_1.5) + White],rbf_plus_matern15,1.2050084437919732,0.27101182512036437,1.3553141415476253,-1.1594749593723814,0.3033561583383787,16.03276562170978,22.662830026659567,0.06926678662516647,1.866430509958281
