log10_amp,log10_ls_mat,log10_ls_rbf,log10_noise,RMSE
0.38620807588843603,1.5834301884995095,0.3179726926715379,-2.121556792259896,0.30177967623015256
0.3791112235900581,1.7221097341348366,0.2616239055004326,-2.095114727646071,0.3091415578642722
0.5389229300527751,1.4302132689653906,0.39068104118777897,-2.7229312281972495,0.3158950276343713
0.35098146134979336,1.7057360259422327,0.15769916642238435,-2.2394131599804425,0.32338232119473376
0.10452255616778564,1.631653984312572,0.13715615783241725,-0.10077734254732706,0.3330456220304751
0.9892710896737186,0.2666593141318899,-0.8410964808404231,-5.111996661815908,0.3405689107609297
1.5223000813752336,0.3698136533032299,-1.151131532026659,-3.5773339784281246,0.3445753260933868
-0.6845561691823029,1.8366086348512407,0.29151448209456265,-0.33029208554346545,0.34528641539222177
-0.06481232200680946,1.150541133887888,0.7035125128357215,-2.0200148264918707,0.34721428109471786
0.7743880385082333,0.2947581943260856,-0.6294441225892727,-3.15418420287103,0.3508572814233919
-1.2141014971905144,0.4706434050920123,-1.7053558981979036,-5.118223276289833,0.35753720128707606
1.7038890033987055,1.1061707422904576,0.6255808022426186,-1.276455075843303,0.3806400133314307
1.8920275489302916,-0.01042970294572787,-0.7749934753493257,-5.109210972052189,0.3833693649678596
1.2587119987444697,1.5357065018904619,0.4804759907065641,-1.1180675541582734,0.38666100130234765
-0.4609770055053063,-1.5806775318141257,0.43260953964023763,-1.313472998016652,0.395294620210724
-1.5066759456817658,1.3071222527651798,0.6291414659590919,-0.9656186981632024,0.39610913020006805
-1.7003190545929974,1.4437219276537387,0.43299664868454624,-4.197471871256949,0.3962708430153483
-1.8605482965148974,0.705909005398874,-0.8695579228739432,-2.561418738344939,0.40289957431989804
1.5206702845306526,-0.26000818539677484,-0.07777132515503515,-4.0498056435871534,0.42266639954143226
2.410499053490562,-1.6445926077366502,-0.13140573665837518,-5.595462457235343,0.4345273330918817
-0.850821019954983,1.9039995909556677,0.8521780860577106,-3.316058430078109,0.4359631640185145
0.9035412267185025,0.08596491565470954,-0.4491239604188152,-5.105320850644115,0.44771839390483226
1.322412605537875,0.8272221876067221,-1.9933674750886372,-3.6185382440022233,0.46004076454142445
-1.2158679575235205,0.5635841153136668,-0.32612081384523783,-2.8880431550672325,0.4759570325414073
1.3324646119836052,1.5432605489343487,1.7270393610507513,-1.7325103334850345,0.4875829528535636
1.6157396222211435,-0.23222640659018667,-1.3559035655300633,-1.4716358384112658,0.5072321373725965
2.074856752906443,0.9430717086614343,-1.1053170211962027,-2.340094925124145,0.5354710747066773
0.258128479235475,1.2679790568534601,1.2563338697894446,-0.7063943701522082,0.5707940125431038
-0.9156516207146286,0.43641659635327734,0.9201584014482158,-4.30103437181937,0.5784696980258399
-0.31510130377445866,0.9921430918416032,1.3203585294899218,-5.6142788201427045,0.5970996244314655
1.136866858437226,1.982955665144066,-0.39750836226902864,-0.011585299663685489,0.6620114381160285
0.6805797188720479,-0.4446313962069516,-1.2976457416257214,-3.6204254333032266,0.7064330578478168
2.8826265208109247,-0.5972668269066683,-1.5876717354537537,-4.0503058118213415,0.8711830093034361
0.8673048470873264,-1.783688502223264,1.0855232703833493,-1.6602095779538364,0.9800199930271387
0.08581344092686805,-1.4876924162945127,1.3994197055594801,-4.528718706714804,1.0116839263660797
2.869739733232261,-1.931613240209022,1.6229265425367698,-4.605236175182418,1.0613217776666586
-0.26940701182748983,-0.8505747205870646,-1.6134214172919634,-2.982577472031109,1.0652268672156102
-0.32569952805959523,-1.1828629919593512,1.950948847840141,-0.7485143451051146,1.092564532350235
2.7739022334454537,-0.9267009851578498,-1.8349585705163491,-5.791779384859081,1.1002953535069482
2.3467795814265298,-1.6730122321913767,1.9879488396004223,-1.8055284315509506,1.132764182904703
