Descriptor,Family,Model,Q2(LOGO),MAE(cv),RMSE(cv),n_samples,n_groups
hirsh_qh_boltz,Linear/Regularized,BayesianRidge,0.2383937125093546,0.8291685734834666,1.0395725498340038,6889,10
hirsh_qh_boltz,Kernel/Neighbors,LinearSVR,0.2266357104717599,0.8072027289199035,1.0475664962737767,6889,10
hirsh_qh_boltz,Kernel/Neighbors,SVR_RBF,0.7771891789373272,0.4157030426121152,0.5622865334839322,6889,10
hirsh_qh_boltz,Kernel/Neighbors,SVR_Poly3,-0.46564901966561023,0.92727511482217,1.4421304067953133,6889,10
hirsh_qh_boltz,Kernel/Neighbors,"KernelRidge(RBF,alpha=1e-1)",0.5258438827736025,0.5251835022895601,0.8202575224205058,6889,10
hirsh_qh_boltz,Kernel/Neighbors,"kNN(k=5,dist)",0.7737499486499082,0.40776250601629643,0.5666095448590044,6889,10
hirsh_qh_boltz,Tree Ensembles,RandomForest,0.7743374731377612,0.4123262289858124,0.5658733828607094,6889,10
hirsh_qh_boltz,Tree Ensembles,GradientBoosting,0.7671209165775144,0.4388089035813891,0.5748503293496845,6889,10
hirsh_qh_boltz,Tree Ensembles,DecisionTree,0.7133826315750118,0.4581141925540402,0.6377357967657813,6889,10
hirsh_qh_boltz,Tree Ensembles,ExtraTrees,0.7881825839921183,0.38895271722673125,0.5482395670152882,6889,10
hirsh_qh_boltz,Tree Ensembles,HistGradientBoosting,0.7354059949778461,0.4492860605388367,0.6127446710956325,6889,10
hirsh_qh_boltz,Neural,MLP(100),0.7925174497948817,0.4093972422548846,0.5426006774247367,6889,10
hirsh_qh_boltz,Gaussian Process,GPR_C*(RBF+White)_fixed,0.5517928770707724,0.5783167908751793,0.797496746562349,6889,10
hirsh_qcm5a_boltz,Linear/Regularized,Linear Regression,0.23592545362015704,0.8176108230488135,1.041255741420802,6889,10
hirsh_qcm5a_boltz,Linear/Regularized,RidgeCV,0.2359535940904588,0.8176982756352015,1.0412365667890853,6889,10
hirsh_qcm5a_boltz,Linear/Regularized,LassoCV,0.24325571728241302,0.819013562603504,1.0362489827113848,6889,10
hirsh_qcm5a_boltz,Linear/Regularized,ElasticNetCV,0.24154539139090359,0.8195740255594063,1.0374193405349315,6889,10
hirsh_qcm5a_boltz,Linear/Regularized,BayesianRidge,0.2359040418794459,0.8180495557041786,1.0412703309277176,6889,10
hirsh_qcm5a_boltz,Kernel/Neighbors,LinearSVR,0.20995995503196263,0.8101760016006996,1.058800397035331,6889,10
hirsh_qcm5a_boltz,Kernel/Neighbors,SVR_RBF,0.7062774775281797,0.44766936218977865,0.6455920408724165,6889,10
hirsh_qcm5a_boltz,Kernel/Neighbors,SVR_Poly3,-15.095177244392158,1.5159634298504299,4.779004338313922,6889,10
hirsh_qcm5a_boltz,Kernel/Neighbors,"KernelRidge(RBF,alpha=1e-1)",0.39505160267351014,0.5268927732252692,0.9265070071162474,6889,10
hirsh_qcm5a_boltz,Kernel/Neighbors,"kNN(k=5,dist)",0.8040050605872329,0.3844168223700262,0.5273658119825186,6889,10
hirsh_qcm5a_boltz,Tree Ensembles,RandomForest,0.8022890787567205,0.3707524557704663,0.5296693867969138,6889,10
hirsh_qcm5a_boltz,Tree Ensembles,GradientBoosting,0.7785813864274398,0.4056477285662939,0.560527089767706,6889,10
hirsh_qcm5a_boltz,Tree Ensembles,DecisionTree,0.73773130643169,0.4280072408437348,0.6100462606620065,6889,10
hirsh_qcm5a_boltz,Tree Ensembles,ExtraTrees,0.8383772207636965,0.3482542306771403,0.4788955794729514,6889,10
hirsh_qcm5a_boltz,Tree Ensembles,HistGradientBoosting,0.7817828050542831,0.3868544963824959,0.5564600973567635,6889,10
hirsh_qcm5a_boltz,Neural,MLP(100),0.47811562878257385,0.5918442013686667,0.8605511486217862,6889,10
hirsh_qcm5a_boltz,Gaussian Process,GPR_C*(RBF+White)_fixed,0.5006692377603478,0.5871460474647848,0.8417511224446462,6889,10
hirsh_qcm5h_boltz,Linear/Regularized,Linear Regression,0.2524439962237307,0.8244022165640165,1.0299387776511362,6889,10
hirsh_qcm5h_boltz,Linear/Regularized,RidgeCV,0.25247021843305784,0.8244931417179276,1.0299207137823927,6889,10
hirsh_qcm5h_boltz,Linear/Regularized,LassoCV,0.25269118886925435,0.8242220612971607,1.0297684798140407,6889,10
hirsh_qcm5h_boltz,Linear/Regularized,ElasticNetCV,0.2510518875046831,0.8304945996174886,1.0308973144442497,6889,10
hirsh_qcm5h_boltz,Linear/Regularized,BayesianRidge,0.25243713338471896,0.8247925727839972,1.0299435052486439,6889,10
hirsh_qcm5h_boltz,Kernel/Neighbors,LinearSVR,0.229091122050602,0.805749048535981,1.0459021759401668,6889,10
hirsh_qcm5h_boltz,Kernel/Neighbors,SVR_RBF,0.872533872476598,0.2785378474264357,0.4252917311786043,6889,10
hirsh_qcm5h_boltz,Kernel/Neighbors,SVR_Poly3,0.14469540675880765,0.7954251897295529,1.1016659970371079,6889,10
hirsh_qcm5h_boltz,Kernel/Neighbors,"KernelRidge(RBF,alpha=1e-1)",0.827842401722531,0.3121928244097182,0.49425678583157173,6889,10
hirsh_qcm5h_boltz,Kernel/Neighbors,"kNN(k=5,dist)",0.9090658856531546,0.2579678718228703,0.3592137594078868,6889,10
hirsh_qcm5h_boltz,Tree Ensembles,RandomForest,0.9192114769365529,0.2405592672884191,0.33858239857604394,6889,10
hirsh_qcm5h_boltz,Tree Ensembles,GradientBoosting,0.9082447361328095,0.2767823913647753,0.36083199309078595,6889,10
hirsh_qcm5h_boltz,Tree Ensembles,DecisionTree,0.8951966254273267,0.2769826872257583,0.38563565088570195,6889,10
hirsh_qcm5h_boltz,Tree Ensembles,ExtraTrees,0.9348839859134473,0.21598323162286556,0.30397190636795157,6889,10
hirsh_qcm5h_boltz,Tree Ensembles,HistGradientBoosting,0.9152064853826434,0.24777818118144296,0.34687329146647305,6889,10
hirsh_qcm5h_boltz,Neural,MLP(100),0.9246369584468931,0.24781544823758261,0.3270158115908639,6889,10
