Descriptor,Model,Train_Fraction,Train_Percent,Repeat,Fold,Heldout_Substrate,R2(train),MAE(train),RMSE(train),R2(test),MAE(test),RMSE(test),n_train_full,n_train_used,n_test
dg_ch3,GPR[Matern_1.5 + White],0.01,1,5,8,C2,0.998898260690986,0.030267307583718896,0.043614403603104084,0.913943491195992,0.23749724728226151,0.30278462036951154,6147,62,742
dg_ch3,GPR[Matern_1.5 + White],0.01,1,5,9,C3,0.9984843753251486,0.029217366615560195,0.04348463120798578,0.856960393865661,0.2724254009848259,0.3382188534287791,5729,58,1160
dg_ch3,GPR[Matern_1.5 + White],0.01,1,5,10,C4,0.9985623065079742,0.03513378107298025,0.0452315975744562,0.46580795107296535,0.6484319941480955,0.7392999262820807,6340,64,549
dg_ch3,GPR[Matern_1.5 + White],0.01,1,6,1,C1,0.9840805556326718,0.09837120311713897,0.1374681360137112,0.8572103785080704,0.34220383421399353,0.3952838852050327,6048,61,841
dg_ch3,GPR[Matern_1.5 + White],0.01,1,6,2,C12,0.9898113569999303,0.09021425441080921,0.11919989888139677,0.9108657977096256,0.3524540040478471,0.4368539114182871,6210,63,679
dg_ch3,GPR[Matern_1.5 + White],0.01,1,6,3,C13,0.9966656898538797,0.04786606825131835,0.06311630155586641,0.8397578582641989,0.44450249684591553,0.5565712664362822,6483,65,406
dg_ch3,GPR[Matern_1.5 + White],0.01,1,6,4,C14,0.9779994276627096,0.11279654340223545,0.14025916138212166,0.8293597434889668,0.38372320124548553,0.4492322502738971,6471,65,418
dg_ch3,GPR[Matern_1.5 + White],0.01,1,6,5,C17,0.9966648281638354,0.05313272817596164,0.06791256249692644,0.9009099094449011,0.2370047799871125,0.31880148626761573,6082,61,807
dg_ch3,GPR[Matern_1.5 + White],0.01,1,6,6,C18,0.9999598586245221,0.0056190213160602475,0.008053008844105328,0.9050393816321337,0.3738944583643909,0.4725747045865068,6285,63,604
dg_ch3,GPR[Matern_1.5 + White],0.01,1,6,7,C19,0.994625305800796,0.06333815845701526,0.08176527529486229,0.9004921545313297,0.32467747684783244,0.42016360771747596,6206,63,683
dg_ch3,GPR[Matern_1.5 + White],0.01,1,6,8,C2,0.9825212123305821,0.11380385307839681,0.14777483640566302,0.899399085354397,0.2405923323793323,0.3273730426418332,6147,62,742
dg_ch3,GPR[Matern_1.5 + White],0.01,1,6,9,C3,0.9899456242166755,0.09842089756896402,0.12650496508371942,0.8044136915038589,0.29702031681390734,0.39549307643465376,5729,58,1160
dg_ch3,GPR[Matern_1.5 + White],0.01,1,6,10,C4,0.9977731118923278,0.03905526572688885,0.05428222682045207,0.5854479157083826,0.5684658896582246,0.651270646732039,6340,64,549
dg_ch3,GPR[Matern_1.5 + White],0.01,1,7,1,C1,0.998054175463925,0.04113634719431912,0.05289913819660785,0.8930818239746477,0.27653689562374156,0.3420476090439812,6048,61,841
dg_ch3,GPR[Matern_1.5 + White],0.01,1,7,2,C12,0.9794361759222836,0.11713276126460632,0.14449701254396533,0.8895447790751415,0.3876867782950529,0.4863032386181503,6210,63,679
dg_ch3,GPR[Matern_1.5 + White],0.01,1,7,3,C13,0.9992564768944012,0.02511477150677337,0.03237859730830502,0.8671920189320976,0.3896042934419033,0.5066925263315407,6483,65,406
dg_ch3,GPR[Matern_1.5 + White],0.01,1,7,4,C14,0.9834094537725251,0.11343898540654494,0.14173786638077762,0.7413792624771844,0.4500406723021453,0.55304675939482,6471,65,418
dg_ch3,GPR[Matern_1.5 + White],0.01,1,7,5,C17,0.9944579841913914,0.0737496650580549,0.09634623291415544,0.9079882122521521,0.23823493382146907,0.3072040658187955,6082,61,807
dg_ch3,GPR[Matern_1.5 + White],0.01,1,7,6,C18,0.9982225454858995,0.03413243878818414,0.04969915879692974,0.9134811173150178,0.3630837463634863,0.4510806064612524,6285,63,604
dg_ch3,GPR[Matern_1.5 + White],0.01,1,7,7,C19,0.9930532713619575,0.0726103384541475,0.09618805544832434,0.9129804957997699,0.30130042634203424,0.3929145163204938,6206,63,683
dg_ch3,GPR[Matern_1.5 + White],0.01,1,7,8,C2,0.9899181457260591,0.08748199394613018,0.11660446875825999,0.9269296962034644,0.21858029710896862,0.2790052700746457,6147,62,742
dg_ch3,GPR[Matern_1.5 + White],0.01,1,7,9,C3,0.9986084588123686,0.03964165083750334,0.05178162450079993,0.6265219371372536,0.4268098135522103,0.5465151542068247,5729,58,1160
dg_ch3,GPR[Matern_1.5 + White],0.01,1,7,10,C4,0.9937999236177578,0.06735168340420196,0.08584889127316228,0.7210090799667479,0.45561821426068155,0.5342776260924342,6340,64,549
dg_ch3,GPR[Matern_1.5 + White],0.01,1,8,1,C1,0.9843263645524012,0.09492333643195422,0.11795890585406671,0.776035294587109,0.4027245634303453,0.4950517271121115,6048,61,841
dg_ch3,GPR[Matern_1.5 + White],0.01,1,8,2,C12,0.9950732498603017,0.0563357581040919,0.08577303463899957,0.9394054971741771,0.29184767918019083,0.3601891701924115,6210,63,679
dg_ch3,GPR[Matern_1.5 + White],0.01,1,8,3,C13,0.9998824224259389,0.009984774491039442,0.012895366610412597,0.9075270666773154,0.3432660311758456,0.42280462391484697,6483,65,406
dg_ch3,GPR[Matern_1.5 + White],0.01,1,8,4,C14,0.9972230891565791,0.04600761442507744,0.0641612581587938,0.41410018395816284,0.5501179918383733,0.8324187610677668,6471,65,418
dg_ch3,GPR[Matern_1.5 + White],0.01,1,8,5,C17,0.9999999999998496,3.2915707850794766e-07,4.3033489767323226e-07,0.9014344519855716,0.24393934526826663,0.31795656406853895,6082,61,807
dg_ch3,GPR[Matern_1.5 + White],0.01,1,8,6,C18,0.9976601521954044,0.04400281190183839,0.05583027020942168,0.9264752201086761,0.326019145320893,0.41582976330895843,6285,63,604
dg_ch3,GPR[Matern_1.5 + White],0.01,1,8,7,C19,0.9989791754545859,0.028346479884703076,0.034100287493695224,0.9251009153340919,0.28736378954716735,0.3645255946368964,6206,63,683
dg_ch3,GPR[Matern_1.5 + White],0.01,1,8,8,C2,0.9989266467310409,0.020238923058550937,0.027922679132830145,0.8420746644604341,0.29325321640449054,0.4101737415546772,6147,62,742
dg_ch3,GPR[Matern_1.5 + White],0.01,1,8,9,C3,0.9999999999995747,4.0900383185970345e-07,6.318736752262051e-07,0.8691899389860211,0.22976481933225806,0.3234373978031032,5729,58,1160
dg_ch3,GPR[Matern_1.5 + White],0.01,1,8,10,C4,0.9987474884611935,0.03153083264627643,0.04362935688810339,0.36861749277897093,0.7170570109769355,0.8037448918219534,6340,64,549
dg_ch3,GPR[Matern_1.5 + White],0.01,1,9,1,C1,0.9798394116869849,0.11517625407291364,0.14780401873011717,0.8732537803846229,0.31681504636521035,0.3724159696052481,6048,61,841
dg_ch3,GPR[Matern_1.5 + White],0.01,1,9,2,C12,0.9862266168981594,0.08427338503882856,0.11188928227854979,0.49082984716496436,0.7570785002930991,1.0441081995829717,6210,63,679
dg_ch3,GPR[Matern_1.5 + White],0.01,1,9,3,C13,0.9903685505104866,0.08622725218127275,0.1206947032072525,0.8539240466046487,0.4145062501330381,0.5314002763931196,6483,65,406
dg_ch3,GPR[Matern_1.5 + White],0.01,1,9,4,C14,0.995785456090415,0.06569607789643866,0.09061663021105093,0.890086089341026,0.2985908566646965,0.36054253584198953,6471,65,418
dg_ch3,GPR[Matern_1.5 + White],0.01,1,9,5,C17,0.9986943193366138,0.03161895614676435,0.041336831555845596,0.8969208780338495,0.25124465704882903,0.3251551073571356,6082,61,807
dg_ch3,GPR[Matern_1.5 + White],0.01,1,9,6,C18,0.9847982398381878,0.11466120591392158,0.14858421209031666,0.9222547055627102,0.35181946276574805,0.4275980941535704,6285,63,604
dg_ch3,GPR[Matern_1.5 + White],0.01,1,9,7,C19,0.9966086434770746,0.049645643135419096,0.06361691412430996,0.9099352896835379,0.3069726086811639,0.39973032824522714,6206,63,683
dg_ch3,GPR[Matern_1.5 + White],0.01,1,9,8,C2,0.9991431548268347,0.026122173269807248,0.0340693714593431,0.855597647696599,0.2641698490901162,0.39221941186755294,6147,62,742
dg_ch3,GPR[Matern_1.5 + White],0.01,1,9,9,C3,0.996476784210578,0.05565647442969799,0.07588481871823577,0.8396756435043433,0.2801895902930934,0.3580712174336674,5729,58,1160
dg_ch3,GPR[Matern_1.5 + White],0.01,1,9,10,C4,0.9963870694610053,0.04430481410060504,0.0635048856312872,0.7417049031584046,0.4183378080879136,0.5140792021430861,6340,64,549
dg_ch3,GPR[Matern_1.5 + White],0.01,1,10,1,C1,0.9945613546838038,0.06552254299849446,0.09460814014305285,0.7608289227019349,0.4265948276751807,0.5115818383643221,6048,61,841
dg_ch3,GPR[Matern_1.5 + White],0.01,1,10,2,C12,0.9987692773500237,0.03082542189784232,0.03840263830840783,0.9102899594535157,0.34624445663317027,0.4382627545347101,6210,63,679
