Descriptor,Model,Train_Fraction,Train_Percent,Repeat,Fold,Heldout_Substrate,R2(train),MAE(train),RMSE(train),R2(test),MAE(test),RMSE(test),n_train_full,n_train_used,n_test
dg_ch3,GPR[Matern_1.5 + White],0.01,1,4,8,C2,0.9873933631067614,0.0900420845853043,0.11994629166015638,0.86659630286452,0.2853146653763073,0.37698657358294196,6147,62,742
dg_ch3,GPR[Matern_1.5 + White],0.01,1,4,9,C3,0.9971990419013605,0.04913052067974533,0.06306735343468943,0.8775081770220305,0.2528439247481798,0.31298477295005456,5729,58,1160
dg_ch3,GPR[Matern_1.5 + White],0.01,1,4,10,C4,0.9931321343899517,0.07563164426794727,0.10827490792380169,0.5572510916524003,0.6058249216902029,0.6730552289698434,6340,64,549
dg_ch3,GPR[Matern_1.5 + White],0.01,1,5,1,C1,0.9877429763894784,0.11335192565104467,0.13955119041868536,0.7930507434866607,0.39855419603821896,0.47587481786451524,6048,61,841
dg_ch3,GPR[Matern_1.5 + White],0.01,1,5,2,C12,0.9966633254605894,0.052324266663428744,0.07308699459812754,0.9405479467321919,0.2857032669401036,0.35677750709647554,6210,63,679
dg_ch3,GPR[Matern_1.5 + White],0.01,1,5,3,C13,0.9892988298798666,0.08606977539099253,0.1194989559985149,0.8858083983703003,0.39204935013726977,0.46983946506820023,6483,65,406
dg_ch3,GPR[Matern_1.5 + White],0.01,1,5,4,C14,0.9948930950155618,0.06129389484333169,0.08526512373418224,0.8902662871324195,0.29205113569460245,0.36024686981399356,6471,65,418
dg_ch3,GPR[Matern_1.5 + White],0.01,1,5,5,C17,0.9997165533590375,0.01635129126438339,0.021443213167683932,0.8980524646478119,0.25096408298723777,0.32336543093568854,6082,61,807
dg_ch3,GPR[Matern_1.5 + White],0.01,1,5,6,C18,0.9853902121953209,0.09388643598170185,0.12482271399325252,0.84784127237584,0.45967700514983734,0.5982010052413937,6285,63,604
dg_ch3,GPR[Matern_1.5 + White],0.01,1,5,7,C19,0.9964070246031111,0.05048741945984758,0.07193366843477739,0.9171498353791039,0.2851778244879442,0.3833861853606451,6206,63,683
