loss,status,q2
0.0538080489126993,ok,0.9461919510873007
0.05765671680637985,ok,0.9423432831936202
0.05166909333741687,ok,0.9483309066625831
0.05135937798860013,ok,0.9486406220113999
0.05823665503911357,ok,0.9417633449608864
0.058185769969883894,ok,0.9418142300301161
0.056430974258366295,ok,0.9435690257416337
0.05570144278337741,ok,0.9442985572166226
0.05472167796755345,ok,0.9452783220324465
0.055951313453098006,ok,0.944048686546902
0.0561472061734426,ok,0.9438527938265574
0.05764638955458845,ok,0.9423536104454115
0.05458506327623802,ok,0.945414936723762
0.05213566821620974,ok,0.9478643317837903
0.053680156710078974,ok,0.946319843289921
0.056475763318451944,ok,0.9435242366815481
0.05362584670101833,ok,0.9463741532989817
0.05594958139222872,ok,0.9440504186077713
0.053708310906351864,ok,0.9462916890936481
0.05297575441529101,ok,0.947024245584709
0.05169628614518085,ok,0.9483037138548192
0.05212229092015064,ok,0.9478777090798494
0.05170818515476694,ok,0.9482918148452331
0.05201487407829675,ok,0.9479851259217033
0.05070516910899159,ok,0.9492948308910084
0.05072455931721698,ok,0.949275440682783
0.05071912829380154,ok,0.9492808717061985
0.0506717832789072,ok,0.9493282167210928
0.05219482489246663,ok,0.9478051751075334
0.05067804061630765,ok,0.9493219593836923
0.053201904010643175,ok,0.9467980959893568
0.05136365905231144,ok,0.9486363409476886
0.05054850988982884,ok,0.9494514901101712
0.05115661187003173,ok,0.9488433881299683
0.052240026635516856,ok,0.9477599733644831
0.05122575253958506,ok,0.9487742474604149
0.05107836206925809,ok,0.9489216379307419
0.05229421645854182,ok,0.9477057835414582
0.053885514125511014,ok,0.946114485874489
0.05783428465969365,ok,0.9421657153403064
0.05189126803638999,ok,0.94810873196361
0.0583957082465314,ok,0.9416042917534686
0.05055936152814766,ok,0.9494406384718523
0.05324049957378596,ok,0.946759500426214
0.05469240775907558,ok,0.9453075922409244
0.05384505932832795,ok,0.946154940671672
0.0511574822246702,ok,0.9488425177753298
0.053723245640294404,ok,0.9462767543597056
0.05063480991395719,ok,0.9493651900860428
0.051077444059921207,ok,0.9489225559400788
0.061665282884846295,ok,0.9383347171151537
0.05320571947265618,ok,0.9467942805273438
0.05377205312367794,ok,0.9462279468763221
0.05853130776611293,ok,0.9414686922338871
0.0584155143693591,ok,0.9415844856306409
0.05298481382912923,ok,0.9470151861708708
0.05191689348064399,ok,0.948083106519356
0.05058296723992073,ok,0.9494170327600793
0.05807123053154617,ok,0.9419287694684538
0.052264932541416065,ok,0.9477350674585839
0.05648524393868204,ok,0.943514756061318
0.05121377134805338,ok,0.9487862286519466
0.05169842942424474,ok,0.9483015705757553
0.056601852065565894,ok,0.9433981479344341
0.0542326174082588,ok,0.9457673825917412
0.050486726366097745,ok,0.9495132736339023
0.0504687203108638,ok,0.9495312796891362
0.05108817035992508,ok,0.9489118296400749
0.05063941653475035,ok,0.9493605834652497
0.05096055138276967,ok,0.9490394486172303
0.051095769447731865,ok,0.9489042305522681
0.05079492055246315,ok,0.9492050794475368
0.050542466940071695,ok,0.9494575330599283
0.051089943629464285,ok,0.9489100563705357
0.052200590688027404,ok,0.9477994093119726
0.050943117478953415,ok,0.9490568825210466
0.051357200528719615,ok,0.9486427994712804
0.05226869033571635,ok,0.9477313096642836
0.05830221146808712,ok,0.9416977885319129
0.05058952603715072,ok,0.9494104739628493
0.05121887211390619,ok,0.9487811278860938
0.05114271431977746,ok,0.9488572856802225
0.05224272357663429,ok,0.9477572764233657
0.05373088386380798,ok,0.946269116136192
0.05089780828017332,ok,0.9491021917198267
0.05611570556051082,ok,0.9438842944394892
0.053281677439858344,ok,0.9467183225601417
0.05110276427708327,ok,0.9488972357229167
0.05203737158377009,ok,0.9479626284162299
0.05460935314199633,ok,0.9453906468580037
0.0519718086157398,ok,0.9480281913842602
0.0512568486628846,ok,0.9487431513371154
0.057921650991046736,ok,0.9420783490089533
0.051321914607345365,ok,0.9486780853926546
0.05189812826712137,ok,0.9481018717328786
0.05081104560891825,ok,0.9491889543910818
0.05081481783044195,ok,0.949185182169558
0.05128218588464517,ok,0.9487178141153548
0.05222427239922922,ok,0.9477757276007708
0.058458834356544975,ok,0.941541165643455
0.0538889900457552,ok,0.9461110099542448
0.05068235531588916,ok,0.9493176446841108
0.05355607661978101,ok,0.946443923380219
0.05191993248229165,ok,0.9480800675177083
0.05135271719862933,ok,0.9486472828013707
0.05469215029372876,ok,0.9453078497062712
0.059007917456274095,ok,0.9409920825437259
0.05152797769473394,ok,0.9484720223052661
0.05234607969181182,ok,0.9476539203081882
0.05380213181544702,ok,0.946197868184553
0.05052236189869819,ok,0.9494776381013018
0.05080657708414016,ok,0.9491934229158598
0.051328714438945044,ok,0.948671285561055
0.05806551561204654,ok,0.9419344843879535
0.05051661801391061,ok,0.9494833819860894
0.052295770007995124,ok,0.9477042299920049
0.05186906749756204,ok,0.948130932502438
0.053726217679570976,ok,0.946273782320429
0.05210446109806033,ok,0.9478955389019397
0.05108850051909675,ok,0.9489114994809033
0.05841697249554145,ok,0.9415830275044585
0.05225110907758912,ok,0.9477488909224109
0.0509986620644145,ok,0.9490013379355855
0.0585412556314191,ok,0.9414587443685809
0.0513270250241562,ok,0.9486729749758438
0.056437525981968606,ok,0.9435624740180314
0.053166551223903236,ok,0.9468334487760968
