feature,mean_importance,std_importance
pH_corr,1.595320983459134,0.02179171036421226
nbo_boltz,0.37992947813108935,0.0054316412028785534
ha_pka,0.07926086783609111,0.0010749614195111066
[ha]tot,0.010534893487997788,0.00023410224109905343
[nucleophile],0.009019637638811626,0.00016722406316454155
