feature,mean_importance,std_importance
pH_corr,1.5237259979916817,0.017845390246826486
ha_pka,1.0537724929573724,0.01600896504731671
dg_ch3,0.37304954243156785,0.005820745339766419
[ha]tot,0.011683701504391393,0.0003465624143723326
[nucleophile],0.011355800532896983,0.00034325948783446255
