feature,mean_importance,std_importance
pH_corr,1.1280843920489605,0.012891002664009818
ha_pka,0.8542093761238962,0.01240803383579367
dg_ch3,0.39482473176022437,0.006187450653135081
[nucleophile],0.027848704044794132,0.0006167948690275451
[ha]tot,0.02710733660537869,0.0005735917310897447
