feature,mean_importance,std_importance
pH_corr,5.046011878703623,0.06743774807419563
ha_pka,4.170837795431066,0.06048961092014618
nbo_boltz,0.3948836150185349,0.005747443036574552
[nucleophile],0.020881526400568253,0.0005511915811713993
[ha]tot,0.017111502194653894,0.00048288366571887323
