feature,mean_importance,std_importance
pH_corr,1.6276434482477922,0.020005751482012456
ha_pka,1.0335511609210168,0.015437579642480114
nbo_boltz,0.3613209718063868,0.0055823182795319325
[nucleophile],0.013210161256641626,0.0004982491322731245
[ha]tot,0.01034349946330525,0.00034209733796611964
