parameter,Family,Model,R2(test),MAE(test),RMSE(test),R2(train),MAE(train),RMSE(train)
lumo_min,Kernel/Neighbors,SVR_RBF,0.9470291868953834,0.1972181215193102,0.27479233583826973,0.9493153583955379,0.19057498672033754,0.2679430657156707
lumo_min,Kernel/Neighbors,SVR_Poly3,0.5432675577933378,0.6174169591707812,0.8068953758193078,0.5027752905350318,0.6202863070209368,0.83922938798322
lumo_min,Kernel/Neighbors,"KernelRidge(RBF,alpha=1e-1)",0.955192623619429,0.18992969816808525,0.25273247690497547,0.9572932958503215,0.18364672411367433,0.2459531337511006
lumo_min,Kernel/Neighbors,"kNN(k=5,dist)",0.942075875550997,0.20700233944407456,0.2873531981246696,1.0,0.0,0.0
lumo_min,Tree Ensembles,RandomForest,0.9929676697854004,0.06940715789897825,0.1001234771913211,0.9989623516616999,0.026122522562591618,0.03833799793240647
lumo_min,Tree Ensembles,GradientBoosting,0.970908200887878,0.1528419746117061,0.2036439845821792,0.9742343366332831,0.1437150017241266,0.1910403021538471
lumo_min,Tree Ensembles,DecisionTree,0.9885841157982521,0.08600530426289892,0.1275678022293884,1.0,0.0,0.0
lumo_min,Tree Ensembles,ExtraTrees,0.993258709288922,0.06524790778088593,0.09802973397009224,1.0,2.1007637985000825e-14,2.5720359489990193e-14
lumo_min,Tree Ensembles,HistGradientBoosting,0.9916048924503621,0.07781298336811861,0.10939549258831173,0.9937432320010473,0.06660093602611775,0.09414111938475511
lumo_min,Neural,MLP(100),0.9469890715244466,0.20115208758116718,0.27489636775313264,0.9480720008594322,0.1972314035952172,0.27120964274729437
lumo_min,Gaussian Process,GPR_C*(RBF+White)_fixed,0.9667922332504033,0.16657001082762718,0.21757356659039356,0.972269621588946,0.14768007496763091,0.1981902247599629
nbo_min,Linear/Regularized,Linear Regression,0.3057302001186014,0.805403826886317,0.9948335730797722,0.313570412378094,0.794326579455371,0.986057701886993
nbo_min,Linear/Regularized,RidgeCV,0.3057938577776155,0.8055024818697049,0.9947879638453625,0.3135679572425232,0.7944561483503364,0.9860594652893999
nbo_min,Linear/Regularized,LassoCV,0.30573056436959545,0.8054044502913074,0.9948333121083419,0.3135704122657009,0.7943273273252587,0.9860577019677194
nbo_min,Linear/Regularized,ElasticNetCV,0.30576096717758494,0.8054500041462884,0.9948115294575813,0.3135698503207738,0.7943876663064058,0.9860581055852353
nbo_min,Linear/Regularized,BayesianRidge,0.30590636972326823,0.8057181176794639,0.9947073465345196,0.3135480666535916,0.7947294353700881,0.98607375159903
nbo_min,Kernel/Neighbors,LinearSVR,0.2761966688758807,0.7926394968435682,1.0157728129469077,0.2822690730952583,0.780908428899557,1.0082893089463765
nbo_min,Kernel/Neighbors,SVR_RBF,0.9653952355093169,0.16544046362714213,0.22210290809593708,0.9683347029916326,0.1575292819805349,0.21178544758305584
nbo_min,Kernel/Neighbors,SVR_Poly3,0.5654062466089738,0.6047783212470774,0.7870965991269551,0.5276709635132313,0.6081835898248195,0.8179498074669119
nbo_min,Kernel/Neighbors,"KernelRidge(RBF,alpha=1e-1)",0.9680286536408914,0.16086041650747457,0.2134847015993125,0.9715366946883021,0.15156266519301548,0.20079227381917544
nbo_min,Kernel/Neighbors,"kNN(k=5,dist)",0.9597155733980247,0.17954673885381142,0.23963756016916446,1.0,0.0,0.0
nbo_min,Tree Ensembles,RandomForest,0.9932220541518474,0.06785637485431942,0.09829588641593066,0.9990307936597891,0.025036862344772294,0.037052068254360894
nbo_min,Tree Ensembles,GradientBoosting,0.9719976897097666,0.14957848148478659,0.19979436162138645,0.9754585530364833,0.14083462715097927,0.18644657710369478
nbo_min,Tree Ensembles,DecisionTree,0.9890876463796083,0.0863763725013507,0.12472270220699798,1.0,0.0,0.0
nbo_min,Tree Ensembles,ExtraTrees,0.9933474422420806,0.06549851772784941,0.09738243349475122,1.0,2.1007637985000825e-14,2.5720359489990193e-14
nbo_min,Tree Ensembles,HistGradientBoosting,0.9914730428620908,0.07740203602624361,0.11025120276408859,0.9939159275158032,0.06540102724258048,0.09283281542808826
nbo_min,Neural,MLP(100),0.970411786907925,0.15267475429770508,0.20537409606758597,0.9722533708884246,0.1468556292639313,0.19824828848744092
nbo_min,Gaussian Process,GPR_C*(RBF+White)_fixed,0.9784414441655521,0.1294627693352333,0.17530573684353953,0.9840290116535612,0.10945042992663365,0.15040775485141386
hirsh_qa_min,Linear/Regularized,Linear Regression,0.28096689614856674,0.8130309535421193,1.0124200533655061,0.2891569299495239,0.7988082086762788,1.003439514422196
hirsh_qa_min,Linear/Regularized,RidgeCV,0.2810148746538317,0.8131125687298799,1.0123862752189046,0.28915479293736657,0.7989191452179131,1.0034410227444404
hirsh_qa_min,Linear/Regularized,LassoCV,0.28096713692985686,0.8130315434333567,1.0124198838518734,0.2891569298381259,0.7988089018183957,1.0034395145008215
hirsh_qa_min,Linear/Regularized,ElasticNetCV,0.2809900005072672,0.8130701882636612,1.0124037874218021,0.28915643686896897,0.7988607928136977,1.0034398624430514
hirsh_qa_min,Linear/Regularized,BayesianRidge,0.2811188524998369,0.8133254385235853,1.0123130681756678,0.2891290681374986,0.7992190945334634,1.0034591793597607
hirsh_qa_min,Kernel/Neighbors,LinearSVR,0.25239118775242175,0.7996512465961336,1.032341775043513,0.2581352351982531,0.7864974673286322,1.0251011115633941
hirsh_qa_min,Kernel/Neighbors,SVR_RBF,0.9152886837174484,0.23069248735026046,0.3475017620507805,0.9151128454395367,0.2276450636644412,0.3467570664997113
hirsh_qa_min,Kernel/Neighbors,SVR_Poly3,0.5069519194933958,0.6599985970919721,0.8383607398233547,0.47546489999039565,0.6602192475583989,0.8619689257008244
hirsh_qa_min,Kernel/Neighbors,"KernelRidge(RBF,alpha=1e-1)",0.930310594236918,0.22995321010801764,0.3151880016447573,0.9338232073583267,0.22115958394125373,0.30616616158009113
hirsh_qa_min,Kernel/Neighbors,"kNN(k=5,dist)",0.9383582861411057,0.21394508483626323,0.29643102015293904,1.0,0.0,0.0
hirsh_qa_min,Tree Ensembles,RandomForest,0.9923900303120503,0.07183124017006387,0.1041544331106946,0.9987957831801113,0.027383757535021376,0.04130063001765824
hirsh_qa_min,Tree Ensembles,GradientBoosting,0.9629011142627867,0.17110984441691404,0.22996764030463004,0.9663034461416917,0.1615016210413541,0.21847264977855207
hirsh_qa_min,Tree Ensembles,DecisionTree,0.9883177701950154,0.08831975342535353,0.12904737315465487,1.0,0.0,0.0
hirsh_qa_min,Tree Ensembles,ExtraTrees,0.9930224469295925,0.06563381247880351,0.09973276743497438,1.0,2.1007637985000825e-14,2.5720359489990193e-14
hirsh_qa_min,Tree Ensembles,HistGradientBoosting,0.9914061257100307,0.07771155434725051,0.11068296748274696,0.9935500819151563,0.06702767039132472,0.09558317043143569
hirsh_qa_min,Neural,MLP(100),0.9473976868995623,0.20059382886011695,0.2738348491037609,0.9493487753395713,0.19482997793971882,0.26785472224045276
hirsh_qa_min,Gaussian Process,GPR_C*(RBF+White)_fixed,0.9618848429417018,0.16975863811537814,0.23309617815407324,0.9699901465422311,0.14297357752665663,0.20617512641433022
hirsh_qh_min,Linear/Regularized,Linear Regression,0.28457009857958027,0.8076324652987934,1.0098801591649131,0.29574807591240093,0.7954121994865544,0.9987765871257362
hirsh_qh_min,Linear/Regularized,RidgeCV,0.28461596927177757,0.8077721655078139,1.009847783774677,0.2957458088419135,0.7955527228672447,0.9987781947146008
hirsh_qh_min,Linear/Regularized,LassoCV,0.2845772086308065,0.8076593162301381,1.0098751409810982,0.2957479876266701,0.7954370854709171,0.998776649729554
hirsh_qh_min,Linear/Regularized,ElasticNetCV,0.2846080180517445,0.8077486166050366,1.0098533957951252,0.29574650551858905,0.7955281537123338,0.9987777006986239
hirsh_qh_min,Linear/Regularized,BayesianRidge,0.28470550447837095,0.8081181286460618,1.0097845871171367,0.29572235367122535,0.7959017739224898,0.9987948267192656
hirsh_qh_min,Kernel/Neighbors,LinearSVR,0.2609536423057368,0.7944067776345461,1.0264129824771624,0.26749038719094675,0.7835109359497259,1.0186171791324214
hirsh_qh_min,Kernel/Neighbors,SVR_RBF,0.90293078012583,0.2546584256773141,0.3719864030310126,0.9159828220210615,0.235485713484843,0.3449755988432116
hirsh_qh_min,Kernel/Neighbors,SVR_Poly3,0.5281442616158317,0.6501282964766893,0.8201455192884328,0.5015287763178773,0.6463503967028629,0.8402806798123543
hirsh_qh_min,Kernel/Neighbors,"KernelRidge(RBF,alpha=1e-1)",0.9185796091902563,0.24662086032986533,0.3406849018600428,0.9312040031396811,0.2253588663904944,0.3121662276104774
hirsh_qh_min,Kernel/Neighbors,"kNN(k=5,dist)",0.9098129042011311,0.2512253762628548,0.35855724069447015,1.0,0.0,0.0
hirsh_qh_min,Tree Ensembles,RandomForest,0.9892526024346906,0.0812098647789223,0.12377643023409572,0.9987005542129516,0.02843688871715763,0.04290258050056466
hirsh_qh_min,Tree Ensembles,GradientBoosting,0.9536051336912805,0.1904455407837011,0.2571705654987219,0.9604109273124251,0.17745398421546155,0.23680561546150716
hirsh_qh_min,Tree Ensembles,DecisionTree,0.9862961409425607,0.09437768763095312,0.13976799581524904,1.0,0.0,0.0
hirsh_qh_min,Tree Ensembles,ExtraTrees,0.9929312455275487,0.06689358786116996,0.10038243923378809,1.0,2.1007637985000825e-14,2.5720359489990193e-14
hirsh_qh_min,Tree Ensembles,HistGradientBoosting,0.9883203347647713,0.09048582325331961,0.12903320765881207,0.9922231336159557,0.07428882716490548,0.10495585015542994
hirsh_qh_min,Neural,MLP(100),0.9228322444101404,0.23620934640162417,0.3316685030043799,0.9320181498945095,0.22295777721437848,0.3103136087873594
hirsh_qh_min,Gaussian Process,GPR_C*(RBF+White)_fixed,0.9397409506349498,0.20730185860772707,0.29308759287917785,0.9560173956778606,0.1694093777435344,0.24960012752467683
hirsh_qcm5a_min,Linear/Regularized,Linear Regression,0.2683435821004616,0.8125311298956583,1.021268388403593,0.2820150134865669,0.7963123879351306,1.00846774832565
hirsh_qcm5a_min,Linear/Regularized,RidgeCV,0.26838371858588406,0.8126306134574436,1.0212403761529345,0.2820129318895045,0.7964325171615649,1.0084692102099653
hirsh_qcm5a_min,Linear/Regularized,LassoCV,0.2683457242720577,0.8125380173125667,1.0212668933482079,0.282015003967401,0.7963198683216903,1.0084677550108676
hirsh_qcm5a_min,Linear/Regularized,ElasticNetCV,0.2683768230918795,0.8126143067939532,1.0212451887442322,0.28201356424135604,0.7964119254808943,1.0084687661159553
hirsh_qcm5a_min,Linear/Regularized,BayesianRidge,0.26847180396963966,0.8129217787062113,1.0211788964807778,0.2819856212687899,0.7967840174593286,1.0084883899831274
hirsh_qcm5a_min,Kernel/Neighbors,LinearSVR,0.24995163315029656,0.7999713729308212,1.03402474273545,0.25660467122947406,0.7864116560216937,1.0261580254914329
hirsh_qcm5a_min,Kernel/Neighbors,SVR_RBF,0.9072440769741985,0.2611149615709544,0.36362783632307283,0.9139773303220485,0.24754146067400448,0.3490686050325183
hirsh_qcm5a_min,Kernel/Neighbors,SVR_Poly3,0.4812799354133679,0.6820422354357015,0.8599096440451561,0.46528860698688757,0.6754073368743884,0.8702901155497662
hirsh_qcm5a_min,Kernel/Neighbors,"KernelRidge(RBF,alpha=1e-1)",0.9288531209735664,0.23791533650218535,0.3184668431872589,0.9322488938700177,0.23024792607990907,0.30978652797325734
hirsh_qcm5a_min,Kernel/Neighbors,"kNN(k=5,dist)",0.9137882283387374,0.25615285455517833,0.35056582865470726,1.0,0.0,0.0
hirsh_qcm5a_min,Tree Ensembles,RandomForest,0.9911792271815153,0.07703737401587808,0.11213459387223028,0.9987979775315223,0.028408702585277848,0.041262983383737115
hirsh_qcm5a_min,Tree Ensembles,GradientBoosting,0.9649790268769315,0.17168386063488023,0.2234345866846675,0.9686013199897187,0.16155488340828508,0.21089196218108325
hirsh_qcm5a_min,Tree Ensembles,DecisionTree,0.9858433270053583,0.09098941018222749,0.14205839258478267,1.0,0.0,0.0
hirsh_qcm5a_min,Tree Ensembles,ExtraTrees,0.9924885377801494,0.06945432551890447,0.10347812234657316,1.0,2.1007637985000825e-14,2.5720359489990193e-14
hirsh_qcm5a_min,Tree Ensembles,HistGradientBoosting,0.9899902117010809,0.08284599194427293,0.11945346236038841,0.9930935906798408,0.07030918201031584,0.098907787968067
hirsh_qcm5a_min,Neural,MLP(100),0.9405254206707573,0.21816447743662512,0.2911735929565843,0.942447765976401,0.21269402719120442,0.2855192705362728
hirsh_qcm5a_min,Gaussian Process,GPR_C*(RBF+White)_fixed,0.9447914749734425,0.20716872260489266,0.2805364960677045,0.9509043816541537,0.1877181981990115,0.26370945382778693
hirsh_qcm5h_min,Linear/Regularized,Linear Regression,0.29170617084075956,0.8080169583649853,1.0048310002552339,0.2987411077906236,0.7979885375869409,0.9966519545943898
hirsh_qcm5h_min,Linear/Regularized,RidgeCV,0.2917539391077457,0.8081384907659352,1.0047971161221052,0.2987387423587933,0.7981154510371293,0.9966536355073132
hirsh_qcm5h_min,Linear/Regularized,LassoCV,0.2917064120907037,0.8080177758271563,1.0048308291289065,0.2987411076781308,0.7979892888505864,0.996651954674329
hirsh_qcm5h_min,Linear/Regularized,ElasticNetCV,0.2917292432137616,0.8080751258047316,1.0048146341487598,0.29874056503839785,0.7980486620754931,0.9966523402828765
hirsh_qcm5h_min,Linear/Regularized,BayesianRidge,0.2918422141120671,0.8084192687131034,1.0047344957711724,0.29871649330376004,0.7984120740644877,0.9966694458957113
hirsh_qcm5h_min,Kernel/Neighbors,LinearSVR,0.26148457183270346,0.7952431002557687,1.0260442296499184,0.2661993690485056,0.7844319450059056,1.019514419464611
hirsh_qcm5h_min,Kernel/Neighbors,SVR_RBF,0.9512245721355953,0.18856984431700163,0.2636858589694209,0.9536161955304684,0.18275474387378263,0.25632296363144447
hirsh_qcm5h_min,Kernel/Neighbors,SVR_Poly3,0.5311028229663609,0.6311269234921035,0.8175702975591846,0.490426811502208,0.6326235759553271,0.8495865273428265
hirsh_qcm5h_min,Kernel/Neighbors,"KernelRidge(RBF,alpha=1e-1)",0.9628550868705137,0.1729562987265368,0.23011025280574285,0.9651281906958185,0.16759134939401563,0.2222498992180427
hirsh_qcm5h_min,Kernel/Neighbors,"kNN(k=5,dist)",0.9458127682274783,0.20345425379876247,0.2779295847678735,1.0,0.0,0.0
hirsh_qcm5h_min,Tree Ensembles,RandomForest,0.9931107571579034,0.06899023027160162,0.09909963225498503,0.9990150385696248,0.025421855338665575,0.037352007180920056
hirsh_qcm5h_min,Tree Ensembles,GradientBoosting,0.9702752769196623,0.15326923068934303,0.20584731411948679,0.9738972095368414,0.14470821657302035,0.1922860600162738
hirsh_qcm5h_min,Tree Ensembles,DecisionTree,0.9883085493222011,0.08769924652016214,0.12909829214539015,1.0,0.0,0.0
hirsh_qcm5h_min,Tree Ensembles,ExtraTrees,0.9936498788910793,0.06430447279752696,0.09514310053252714,1.0,2.1007637985000825e-14,2.5720359489990193e-14
hirsh_qcm5h_min,Tree Ensembles,HistGradientBoosting,0.9911940944197101,0.07903897361068814,0.11204005369852278,0.9936482807172203,0.06672658465861198,0.09485276169671522
hirsh_qcm5h_min,Neural,MLP(100),0.9654616317798619,0.16879029466910883,0.22188973101654655,0.967664733167965,0.16376154575617427,0.2140141835688822
hirsh_qcm5h_min,Gaussian Process,GPR_C*(RBF+White)_fixed,0.9759328930571085,0.14289552544510423,0.1852244184641617,0.980985201904429,0.1243769908600043,0.16411572336777508
homo_boltz,Linear/Regularized,Linear Regression,0.2940819118459962,0.8073670241236774,1.0031443955842372,0.30180557822473575,0.7969365728092408,0.9944719077645136
homo_boltz,Linear/Regularized,RidgeCV,0.2941242704677559,0.8074917383496966,1.0031142982881163,0.3018032348752636,0.7970605859273145,0.9944735766358136
homo_boltz,Linear/Regularized,LassoCV,0.2940853098106859,0.8073801927947437,1.0031419812436826,0.3018055491345011,0.7969487223170705,0.9944719284818238
homo_boltz,Linear/Regularized,ElasticNetCV,0.2941024211120613,0.807425507025814,1.0031298231394365,0.30180504033136835,0.796995488473306,0.9944722908381414
homo_boltz,Linear/Regularized,BayesianRidge,0.2942007569448788,0.8077948844930597,1.0030599496583636,0.3017811910743744,0.7973449934620946,0.9944892755086657
homo_boltz,Kernel/Neighbors,LinearSVR,0.267074720971062,0.7935513349460555,1.0221535623670073,0.27139327440429717,0.7830261265113078,1.0158999058148739
homo_boltz,Kernel/Neighbors,SVR_RBF,0.960472851624043,0.1786681078802737,0.23737448637869665,0.9633757670600094,0.17112225894485866,0.2277658458717813
homo_boltz,Kernel/Neighbors,SVR_Poly3,0.543414592039271,0.62973813586419,0.8067654848895838,0.5040004225319792,0.6323895312861283,0.8381948447744313
homo_boltz,Kernel/Neighbors,"KernelRidge(RBF,alpha=1e-1)",0.9670735780257836,0.16403955374008933,0.2166499363999262,0.9706716579989787,0.15567431201459903,0.20382060584234835
homo_boltz,Kernel/Neighbors,"kNN(k=5,dist)",0.9496133455541562,0.19936725413349407,0.26800571657063355,1.0,0.0,0.0
homo_boltz,Tree Ensembles,RandomForest,0.9931209778927899,0.06808767992928791,0.09902609391127405,0.9990148151152487,0.025280470489514244,0.03735624389307607
homo_boltz,Tree Ensembles,GradientBoosting,0.9715695590807404,0.15117077973139048,0.20131590770314806,0.9749921773660976,0.1427879387321184,0.1882098169910821
homo_boltz,Tree Ensembles,DecisionTree,0.9889334810292122,0.08614324485766328,0.1256006284633531,1.0,0.0,0.0
homo_boltz,Tree Ensembles,ExtraTrees,0.9938398929475807,0.06304974287835685,0.09370881064171407,1.0,2.1007637985000825e-14,2.5720359489990193e-14
homo_boltz,Tree Ensembles,HistGradientBoosting,0.9914511894476199,0.07826573329399175,0.11039239166936436,0.9938349948967836,0.0661642967890765,0.09344822409206734
homo_boltz,Neural,MLP(100),0.9673733964288066,0.16376849995884823,0.21566130511398424,0.9696272167788956,0.15658556079252392,0.20741808839419462
homo_boltz,Gaussian Process,GPR_C*(RBF+White)_fixed,0.9755568229176383,0.141715402721616,0.18666595781893902,0.9833186973649893,0.1148365500600429,0.1537160843023017
lumo_boltz,Linear/Regularized,Linear Regression,0.2993213613188457,0.8076308668868691,0.9994147041188425,0.30402727009384256,0.7985648030955143,0.9928884157601519
lumo_boltz,Linear/Regularized,RidgeCV,0.29937442931283276,0.807739550921462,0.9993768565701614,0.3040248308336303,0.7986849371854624,0.9928901557069785
lumo_boltz,Linear/Regularized,LassoCV,0.2993216319774462,0.8076315842143228,0.9994145110915427,0.30402726998117435,0.7985655033446095,0.9928884158405191
lumo_boltz,Linear/Regularized,ElasticNetCV,0.2993362309661165,0.8076607007227766,0.9994040993835531,0.3040270852996708,0.7985972592203779,0.9928885475756472
lumo_boltz,Linear/Regularized,BayesianRidge,0.2994691412384155,0.8079863666313607,0.9993093054348005,0.3040037585338816,0.798952837757896,0.9929051866459677
lumo_boltz,Kernel/Neighbors,LinearSVR,0.26938821830125637,0.7944918027943068,1.0205390604154656,0.2726221648446949,0.7841355612377782,1.0150428203028112
lumo_boltz,Kernel/Neighbors,SVR_RBF,0.9471923709955472,0.1961773883182283,0.2743687409748144,0.9494722165854789,0.1892230362980964,0.26752813102210465
lumo_boltz,Kernel/Neighbors,SVR_Poly3,0.5430830264619619,0.6171461620972949,0.8070583623160876,0.5023624416685208,0.6200084453703744,0.8395777244644291
lumo_boltz,Kernel/Neighbors,"KernelRidge(RBF,alpha=1e-1)",0.9555414776388328,0.18816748033944677,0.25174671264658444,0.9576685099548576,0.18116367974922706,0.2448702981348407
lumo_boltz,Kernel/Neighbors,"kNN(k=5,dist)",0.940445828229352,0.21189495580550682,0.2913683607797926,1.0,0.0,0.0
lumo_boltz,Tree Ensembles,RandomForest,0.9929981486553389,0.06951523755411232,0.09990626866473692,0.9989641269868763,0.02604180425350869,0.038305187418687846
lumo_boltz,Tree Ensembles,GradientBoosting,0.9723177884056975,0.14757980451256222,0.19864913944449078,0.975584025459671,0.13833297157472157,0.18596934603630086
lumo_boltz,Tree Ensembles,DecisionTree,0.9886495468867336,0.08673119317739461,0.12720169415383187,1.0,0.0,0.0
lumo_boltz,Tree Ensembles,ExtraTrees,0.9933221962007546,0.06486131435218627,0.09756703864676933,1.0,2.1007637985000825e-14,2.5720359489990193e-14
lumo_boltz,Tree Ensembles,HistGradientBoosting,0.9918022061622297,0.07595329888316839,0.10810226465796506,0.9938953715727417,0.0650877688862088,0.09298950791902981
lumo_boltz,Neural,MLP(100),0.9467906252338976,0.2013337593038421,0.27541042407505095,0.9478042213820775,0.19795106948015367,0.27190802311877227
lumo_boltz,Gaussian Process,GPR_C*(RBF+White)_fixed,0.9672084052584226,0.16617671830938646,0.21620591191100227,0.972938034079628,0.1458241369375822,0.19578706839747637
nbo_boltz,Linear/Regularized,Linear Regression,0.30668336888162095,0.8053307890101971,0.9941504308970485,0.31392114311871044,0.7944770588096555,0.9858057569370846
nbo_boltz,Linear/Regularized,RidgeCV,0.30674646775892367,0.8054315963498487,0.9941051909586343,0.3139187015025062,0.7946074486326195,0.985807511077403
nbo_boltz,Linear/Regularized,LassoCV,0.30668372890322637,0.8053314120784997,0.9941501727785609,0.3139211430063582,0.7944778149059383,0.9858057570178024
nbo_boltz,Linear/Regularized,ElasticNetCV,0.3067138633674208,0.8053781045951371,0.994128567553378,0.31392058398874656,0.7945387984956379,0.9858061586353876
nbo_boltz,Linear/Regularized,BayesianRidge,0.3068584814650209,0.8056518682877136,0.9940248755329589,0.31389875857768035,0.7948806969575515,0.9858218386376087
nbo_boltz,Kernel/Neighbors,LinearSVR,0.2764783115717617,0.7928203419462014,1.0155751675254645,0.282730801760505,0.7808977921590204,1.0079649318305923
nbo_boltz,Kernel/Neighbors,SVR_RBF,0.9663104294819467,0.1642870966108535,0.21914624487748544,0.9691149453798285,0.15634228471315534,0.2091599450328973
nbo_boltz,Kernel/Neighbors,SVR_Poly3,0.5677920627392435,0.6035832835475985,0.7849331394501146,0.5298433116937463,0.6065772444752506,0.8160666715497019
nbo_boltz,Kernel/Neighbors,"KernelRidge(RBF,alpha=1e-1)",0.9684706592086532,0.16067200588021624,0.21200384687205887,0.9719050356271802,0.15086727892284646,0.1994888262381258
nbo_boltz,Kernel/Neighbors,"kNN(k=5,dist)",0.9604447012860713,0.17760466146075035,0.23745899769550752,1.0,0.0,0.0
nbo_boltz,Tree Ensembles,RandomForest,0.9930693954909224,0.06852887834651215,0.09939667448394214,0.9990301356593799,0.025046276023976573,0.03706464356391253
nbo_boltz,Tree Ensembles,GradientBoosting,0.9714498499357648,0.15049121816680436,0.2017392926296333,0.9751012948768122,0.14156414574224765,0.18779875685061473
nbo_boltz,Tree Ensembles,DecisionTree,0.987738151468547,0.08802570292742905,0.13220998914626608,1.0,0.0,0.0
nbo_boltz,Tree Ensembles,ExtraTrees,0.9934380419236777,0.0649728553143664,0.09671704560302108,1.0,2.1007637985000825e-14,2.5720359489990193e-14
nbo_boltz,Tree Ensembles,HistGradientBoosting,0.9917767347369322,0.07592614058971658,0.10827007707555013,0.993869004995441,0.06540229255246263,0.09319010762492935
nbo_boltz,Neural,MLP(100),0.9701903800474978,0.15336185908719874,0.20614106509382266,0.9720950047939643,0.14756029455363556,0.19881324244868107
nbo_boltz,Gaussian Process,GPR_C*(RBF+White)_fixed,0.9787472696087184,0.12786426169852627,0.17405786914131935,0.984380860172044,0.10778410851520756,0.14874175061357167
hirsh_qa_boltz,Linear/Regularized,Linear Regression,0.28045043829306204,0.8130791929835439,1.0127835821307594,0.2885912887186567,0.798840444495736,1.0038386699594595
hirsh_qa_boltz,Linear/Regularized,RidgeCV,0.28049790148542997,0.8131589450254494,1.012750178778668,0.28858915991861767,0.7989550339330075,1.0038401718880747
hirsh_qa_boltz,Linear/Regularized,LassoCV,0.28045067325730644,0.8130797802602844,1.0127834167717895,0.28859128860725025,0.7988411520328625,1.00383867003806
hirsh_qa_boltz,Linear/Regularized,ElasticNetCV,0.2804732838787144,0.8131175787613475,1.0127675041432507,0.28859079741321547,0.7988947339431208,1.0038390165895386
hirsh_qa_boltz,Linear/Regularized,BayesianRidge,0.2806011868721757,0.8133754610370081,1.0126774854200777,0.2885632727518257,0.7992629646759981,1.0038584358363443
hirsh_qa_boltz,Kernel/Neighbors,LinearSVR,0.2518198587167362,0.8004317087305926,1.0327361619075761,0.2579235318856705,0.78658583293757,1.0252473658614754
hirsh_qa_boltz,Kernel/Neighbors,SVR_RBF,0.9167313833060732,0.23125494255148693,0.3445299419982303,0.9163465120282736,0.22829057094259908,0.3442281311721477
