Descriptor,Family,Model,Q2(LOGO),MAE(cv),RMSE(cv),n_samples,n_groups
hirsh_qh_min,Gaussian Process,GPR[RBF + White],0.7494629825028595,0.4436591899204755,0.596246021925879,6889,10
hirsh_qh_min,Gaussian Process,GPR[RBF(ARD) + White],0.14741402527443537,0.8519335469352927,1.0999137596883206,6889,10
hirsh_qh_min,Gaussian Process,GPR[Matern_1.5 + White],0.8082192694204211,0.39730005583577627,0.521665393603759,6889,10
hirsh_qh_min,Gaussian Process,GPR[Matern_2.5 + White],0.7875689104274727,0.413976987720349,0.5490331674802743,6889,10
hirsh_qh_min,Gaussian Process,GPR[RQ + White],0.7814551823006549,0.4255531733603983,0.5568776643886603,6889,10
hirsh_qh_min,Gaussian Process,GPR[(RBF + Matern_1.5) + White],0.7984490778606759,0.40122603312544325,0.5347883497774628,6889,10
hirsh_qcm5a_min,Gaussian Process,GPR[RBF + White],0.8148881719946434,0.3734157954789506,0.512515055627339,6889,10
hirsh_qcm5a_min,Gaussian Process,GPR[RBF(ARD) + White],0.293487445094322,0.7478268178006269,1.001266036367386,6889,10
hirsh_qcm5a_min,Gaussian Process,GPR[Matern_1.5 + White],0.8409006408879308,0.3677065021898672,0.4751423683163683,6889,10
hirsh_qcm5a_min,Gaussian Process,GPR[Matern_2.5 + White],0.7878027893590043,0.39939422759953486,0.5487308514368537,6889,10
hirsh_qcm5a_min,Gaussian Process,GPR[RQ + White],0.8244779853249808,0.36469131843815555,0.4990629627890438,6889,10
hirsh_qcm5a_min,Gaussian Process,GPR[(RBF + Matern_1.5) + White],0.8241406562515885,0.3660580580159935,0.499542297643789,6889,10
hirsh_qcm5h_min,Gaussian Process,GPR[RBF + White],0.7732570143565541,0.34949207132225885,0.567226449275141,6889,10
hirsh_qcm5h_min,Gaussian Process,GPR[RBF(ARD) + White],0.6592139278866742,0.43969136948154697,0.6953932349832185,6889,10
hirsh_qcm5h_min,Gaussian Process,GPR[Matern_1.5 + White],0.9043768230978267,0.28081649013779875,0.36835886579405075,6889,10
hirsh_qcm5h_min,Gaussian Process,GPR[Matern_2.5 + White],0.8326998907490625,0.32644567518790657,0.4872340771518909,6889,10
hirsh_qcm5h_min,Gaussian Process,GPR[RQ + White],0.835362077580742,0.3274090895534742,0.4833419406706689,6889,10
hirsh_qcm5h_min,Gaussian Process,GPR[(RBF + Matern_1.5) + White],0.6479732623632963,0.3845351180860036,0.7067687981850089,6889,10
homo_boltz,Gaussian Process,GPR[RBF + White],0.901552996530242,0.27121692032396116,0.3737582552576122,6889,10
homo_boltz,Gaussian Process,GPR[RBF(ARD) + White],0.7795912373077497,0.3599713902401858,0.5592473968506712,6889,10
homo_boltz,Gaussian Process,GPR[Matern_1.5 + White],0.9221295562497216,0.25988714149823916,0.332411368088675,6889,10
homo_boltz,Gaussian Process,GPR[Matern_2.5 + White],0.9147295915851448,0.2653974238318336,0.34784736232229035,6889,10
homo_boltz,Gaussian Process,GPR[RQ + White],0.9191762058888719,0.26142459252158234,0.33865630048880696,6889,10
homo_boltz,Gaussian Process,GPR[(RBF + Matern_1.5) + White],0.9008589671518921,0.27946879925908424,0.375073397558732,6889,10
lumo_boltz,Gaussian Process,GPR[RBF + White],0.900621950154061,0.2870377340514707,0.37552147490284066,6889,10
lumo_boltz,Gaussian Process,GPR[RBF(ARD) + White],0.7139535357431616,0.45479615908494747,0.6371003371803511,6889,10
lumo_boltz,Gaussian Process,GPR[Matern_1.5 + White],0.920346979884539,0.2542145102212752,0.3361945481726367,6889,10
lumo_boltz,Gaussian Process,GPR[Matern_2.5 + White],0.9125687508311786,0.2730634097939892,0.3522271953417844,6889,10
lumo_boltz,Gaussian Process,GPR[RQ + White],0.901094398627003,0.2863284110877886,0.37462778706189354,6889,10
lumo_boltz,Gaussian Process,GPR[(RBF + Matern_1.5) + White],0.9064654319311687,0.2821966326320828,0.3643137942208684,6889,10
nbo_boltz,Gaussian Process,GPR[RBF + White],0.9200769806230364,0.25761582115550796,0.33676386423346494,6889,10
nbo_boltz,Gaussian Process,GPR[RBF(ARD) + White],0.8967487645575649,0.25722968998417445,0.3827693647513972,6889,10
nbo_boltz,Gaussian Process,GPR[Matern_1.5 + White],0.9226032272922692,0.25107615287951063,0.33139882852421354,6889,10
nbo_boltz,Gaussian Process,GPR[Matern_2.5 + White],0.9210977427425148,0.2541131711819225,0.33460641034484345,6889,10
nbo_boltz,Gaussian Process,GPR[RQ + White],0.9180772349681846,0.258093223484951,0.3409509022037759,6889,10
nbo_boltz,Gaussian Process,GPR[(RBF + Matern_1.5) + White],0.9228491416491054,0.250832673052108,0.33087192950452865,6889,10
hirsh_qa_boltz,Gaussian Process,GPR[RBF + White],0.696516441155124,0.47973342986192125,0.6562315813040666,6889,10
hirsh_qa_boltz,Gaussian Process,GPR[RBF(ARD) + White],0.6625073110033413,0.47367106184736857,0.6920249101229399,6889,10
hirsh_qa_boltz,Gaussian Process,GPR[Matern_1.5 + White],0.7025847073999507,0.46738367827973004,0.6496376560192885,6889,10
hirsh_qa_boltz,Gaussian Process,GPR[Matern_2.5 + White],0.6977909988927125,0.47325747676970853,0.6548521242643611,6889,10
hirsh_qa_boltz,Gaussian Process,GPR[RQ + White],0.7054068818301701,0.46426934754647037,0.6465481027109713,6889,10
hirsh_qa_boltz,Gaussian Process,GPR[(RBF + Matern_1.5) + White],0.704656949643542,0.4651193843373443,0.6473705235664027,6889,10
hirsh_qh_boltz,Gaussian Process,GPR[RBF + White],0.7577548592537555,0.4347590858990187,0.5862962009228723,6889,10
hirsh_qh_boltz,Gaussian Process,GPR[RBF(ARD) + White],0.14671355601091685,0.8771399486531994,1.1003655015776121,6889,10
hirsh_qh_boltz,Gaussian Process,GPR[Matern_1.5 + White],0.8122635154796063,0.39123236032745246,0.5161356812486197,6889,10
hirsh_qh_boltz,Gaussian Process,GPR[Matern_2.5 + White],0.7951822954988073,0.40697531488555605,0.5391049136337485,6889,10
hirsh_qh_boltz,Gaussian Process,GPR[RQ + White],0.7849645359807536,0.420231821733212,0.5523884486220552,6889,10
hirsh_qh_boltz,Gaussian Process,GPR[(RBF + Matern_1.5) + White],0.8037890126865097,0.3951435625934977,0.5276563931981563,6889,10
hirsh_qcm5a_boltz,Gaussian Process,GPR[RBF + White],0.7759064823933914,0.41383829950306794,0.5639027205670006,6889,10
hirsh_qcm5a_boltz,Gaussian Process,GPR[RBF(ARD) + White],0.388761025557431,0.6310993654324567,0.9313117067558366,6889,10
hirsh_qcm5a_boltz,Gaussian Process,GPR[Matern_1.5 + White],0.7853320388896032,0.4229328764676048,0.5519162214660777,6889,10
hirsh_qcm5a_boltz,Gaussian Process,GPR[Matern_2.5 + White],0.7808385154093982,0.4205653960210604,0.557662780491378,6889,10
hirsh_qcm5a_boltz,Gaussian Process,GPR[RQ + White],0.7846610614940038,0.41077664276008874,0.5527780975999111,6889,10
hirsh_qcm5a_boltz,Gaussian Process,GPR[(RBF + Matern_1.5) + White],0.7833511935465914,0.41241819224596005,0.5544567734633439,6889,10
hirsh_qcm5h_boltz,Gaussian Process,GPR[RBF + White],0.7742925334507866,0.35610599224299905,0.5659297256374571,6889,10
hirsh_qcm5h_boltz,Gaussian Process,GPR[RBF(ARD) + White],0.4789463986859359,0.5347305570911097,0.8598659348322167,6889,10
hirsh_qcm5h_boltz,Gaussian Process,GPR[Matern_1.5 + White],0.9006876316862792,0.2892350407591542,0.3753973584473261,6889,10
hirsh_qcm5h_boltz,Gaussian Process,GPR[Matern_2.5 + White],0.8294723708140332,0.33463485223202427,0.49191143697344636,6889,10
hirsh_qcm5h_boltz,Gaussian Process,GPR[RQ + White],0.8292328326964056,0.336986237797276,0.49225680678276496,6889,10
hirsh_qcm5h_boltz,Gaussian Process,GPR[(RBF + Matern_1.5) + White],0.7082882110470368,0.37659618076421825,0.6433784843445514,6889,10
dg_nh3,Gaussian Process,GPR[RBF + White],0.6870663033426878,0.4768035756029008,0.6663704162612731,6889,10
dg_nh3,Gaussian Process,GPR[RBF(ARD) + White],-0.1462442861240878,0.9623677455494613,1.2753463244040195,6889,10
dg_nh3,Gaussian Process,GPR[Matern_1.5 + White],0.6514822578922143,0.5107307866535478,0.7032374473651455,6889,10
dg_nh3,Gaussian Process,GPR[Matern_2.5 + White],0.6622148267410723,0.5004318500447362,0.692324713003994,6889,10
dg_nh3,Gaussian Process,GPR[RQ + White],0.6600974061247982,0.5006605671526753,0.6944912563840983,6889,10
dg_nh3,Gaussian Process,GPR[(RBF + Matern_1.5) + White],0.6664718618261736,0.49858529209504693,0.6879482694821468,6889,10
dg_ch3,Gaussian Process,GPR[RBF + White],0.93620563247195,0.21353148971802516,0.30087126430749755,6889,10
dg_ch3,Gaussian Process,GPR[RBF(ARD) + White],0.8158944945895839,0.3357313602148522,0.5111200655073903,6889,10
dg_ch3,Gaussian Process,GPR[Matern_1.5 + White],0.9531655460790656,0.19256434612766643,0.25779368431448346,6889,10
dg_ch3,Gaussian Process,GPR[Matern_2.5 + White],0.9505076279139744,0.19667461785639176,0.26500781272911933,6889,10
dg_ch3,Gaussian Process,GPR[RQ + White],0.9456247493121339,0.2036513816554996,0.2777730957864498,6889,10
dg_ch3,Gaussian Process,GPR[(RBF + Matern_1.5) + White],0.9506954896984338,0.1970005716410045,0.2645043798630854,6889,10
dg_h2o,Gaussian Process,GPR[RBF + White],0.8497707593795275,0.3156905408009399,0.4617073401475987,6889,10
dg_h2o,Gaussian Process,GPR[RBF(ARD) + White],0.4035401737051476,0.5911616299457949,0.919983719275636,6889,10
dg_h2o,Gaussian Process,GPR[Matern_1.5 + White],0.8209458581789848,0.3410727784457274,0.5040594122258961,6889,10
dg_h2o,Gaussian Process,GPR[Matern_2.5 + White],0.8383744006308638,0.32144462844116545,0.47889975754507136,6889,10
dg_h2o,Gaussian Process,GPR[RQ + White],0.8075337127311562,0.354008711209126,0.5225969579060026,6889,10
dg_h2o,Gaussian Process,GPR[(RBF + Matern_1.5) + White],0.8163136747164188,0.3464419876996175,0.5105378627458278,6889,10
lgK_hydration,Gaussian Process,GPR[RBF + White],0.7615289900435531,0.4037497821329243,0.5817110833026925,6889,10
lgK_hydration,Gaussian Process,GPR[RBF(ARD) + White],0.6604054388669978,0.43778751104849706,0.6941764977753672,6889,10
lgK_hydration,Gaussian Process,GPR[Matern_1.5 + White],0.7927353443296776,0.38045490487338496,0.542315687725421,6889,10
lgK_hydration,Gaussian Process,GPR[Matern_2.5 + White],0.7794081630599337,0.3944054367076567,0.5594796075481585,6889,10
lgK_hydration,Gaussian Process,GPR[RQ + White],0.7809257245534789,0.3927357824816975,0.5575518163480008,6889,10
lgK_hydration,Gaussian Process,GPR[(RBF + Matern_1.5) + White],0.7945808774050833,0.3780871900364704,0.5398958359495373,6889,10
